2.048000000000000000e+03,4.000000000000000000e+00,3.200000000000000000e+01,2.279579999999999940e-01,1.500559999999999949e-01,3.003809999999999987e-03,3.328629999999999957e-03,8.178189999999999626e-01,2.173100000000000032e-02
4.096000000000000000e+03,4.000000000000000000e+00,3.200000000000000000e+01,2.655790000000000095e-01,1.702319999999999944e-01,3.833969999999999913e-03,4.510639999999999789e-03,1.476420000000000066e+00,3.523069999999999674e-02
3.276800000000000000e+04,4.000000000000000000e+00,3.200000000000000000e+01,4.522060000000000524e-01,2.803219999999999601e-01,1.232560000000000079e-02,1.154570000000000075e-02,1.107910000000000039e+01,2.090590000000000226e-01
1.310720000000000000e+05,4.000000000000000000e+00,3.200000000000000000e+01,7.540270000000000028e-01,5.463240000000000318e-01,2.954110000000000069e-02,2.237429999999999974e-02,3.924099999999999966e+01,7.155749999999999611e-01
2.621440000000000000e+05,4.000000000000000000e+00,3.200000000000000000e+01,1.089139999999999997e+00,5.463240000000000318e-01,4.082449999999999968e-02,3.359430000000000749e-02,7.801220000000000709e+01,1.503979999999999873e+00
1.048576000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,1.956470000000000153e+00,1.172449999999999992e+00,8.686639999999999640e-02,6.813299999999999912e-02,2.856709999999999923e+02,5.621730000000000338e+00
4.194304000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,3.686859999999999804e+00,1.172449999999999992e+00,1.704269999999999952e-01,1.516939999999999955e-01,1.137990000000000009e+03,2.211830000000000140e+01
8.388608000000000000e+06,4.000000000000000000e+00,3.200000000000000000e+01,5.169419999999999682e+00,1.172449999999999992e+00,2.488739999999999841e-01,2.301409999999999845e-01,2.272650000000000091e+03,4.360090000000000288e+01
1.677721600000000000e+07,4.000000000000000000e+00,3.200000000000000000e+01,6.852660000000000196e+00,1.172449999999999992e+00,3.416560000000000152e-01,3.226689999999999836e-01,4.543380000000000109e+03,8.657030000000000314e+01
3.355443200000000000e+07,4.000000000000000000e+00,3.200000000000000000e+01,9.671810000000000684e+00,1.172449999999999992e+00,5.030120000000000147e-01,4.840260000000000118e-01,9.080010000000000218e+03,1.715600000000000023e+02
2.048000000000000000e+03,8.000000000000000000e+00,3.200000000000000000e+01,2.286229999999999929e-01,1.236769999999999953e-01,3.406170000000000031e-03,3.725539999999999841e-03,5.655799999999999716e-01,2.467709999999999695e-02
4.096000000000000000e+03,8.000000000000000000e+00,3.200000000000000000e+01,2.673059999999999881e-01,1.435760000000000092e-01,4.213279999999999803e-03,4.972250000000000107e-03,9.575580000000000203e-01,4.002919999999999395e-02
3.276800000000000000e+04,8.000000000000000000e+00,3.200000000000000000e+01,4.294040000000000079e-01,2.400579999999999936e-01,1.261009999999999909e-02,1.217960000000000050e-02,5.918269999999999698e+00,2.398689999999999989e-01
1.310720000000000000e+05,8.000000000000000000e+00,3.200000000000000000e+01,7.048149999999999693e-01,4.597819999999999685e-01,2.666059999999999958e-02,2.293709999999999846e-02,2.026060000000000016e+01,7.700730000000000075e-01
2.621440000000000000e+05,8.000000000000000000e+00,3.200000000000000000e+01,1.046070000000000055e+00,1.084019999999999984e+00,4.471380000000000493e-02,3.510309999999999819e-02,3.685099999999999909e+01,1.454370000000000163e+00
1.048576000000000000e+06,8.000000000000000000e+00,3.200000000000000000e+01,1.997540000000000093e+00,5.463240000000000318e-01,8.209389999999999743e-02,7.473730000000000651e-02,1.564310000000000116e+02,6.112449999999999939e+00
4.194304000000000000e+06,8.000000000000000000e+00,3.200000000000000000e+01,3.578390000000000182e+00,1.172449999999999992e+00,1.685230000000000061e-01,1.497900000000000065e-01,5.721549999999999727e+02,2.255229999999999890e+01
